일련번호,시도,시군구,읍면동,리,구분,번,지
88756,충청북도,청주시 상당구,가덕면,상야리,일반,1,1
88757,충청남도,홍성군,갈산면,취생리,일반,438,2
88758,경기도,포천시,일동면,수입리,일반,907,
88759,경기도,화성시,남양읍,온석리,일반,399,21
88760,경상북도,성주군,선남면,신부리,일반,59,
88761,대전광역시,유성구,신성동,,일반,368,2
88762,충청북도,충주시,용탄동,,일반,401,1
88763,인천광역시,서구,금곡동,,일반,234,
88764,대구광역시,달성군,유가읍,봉리,일반,591,
88765,충청남도,아산시,음봉면,동암리,일반,193,7
88766,인천광역시,서구,가좌동,,일반,573,17
88767,경기도,광주시,고산동,,일반,324,2
88768,전라남도,나주시,공산면,동촌리,일반,668,6
88769,경상북도,포항시 남구,구룡포읍,성동리,일반,1231,
88770,전라남도,강진군,칠량면,송로리,일반,788,
88771,제주특별자치도,서귀포시,대정읍,무릉리,일반,917,
88772,경상북도,성주군,용암면,기산리,일반,779,3
88773,대전광역시,유성구,관평동,,일반,1088,
88774,서울특별시,중구,장충동1가,,일반,38,31
88775,경기도,안성시,미양면,정동리,일반,17,
88776,전라남도,구례군,용방면,죽정리,일반,430,
88777,충청남도,논산시,연무읍,안심리,일반,637,2
88778,경상남도,밀양시,부북면,위양리,일반,661,3
88779,전라남도,나주시,세지면,성산리,일반,797,
88780,대구광역시,달성군,구지면,창리,일반,1026,1
88781,전라남도,광양시,태인동,,일반,74,
88782,충청북도,청주시 청원구,사천동,,일반,187,3
88783,충청남도,당진시,송산면,유곡리,일반,1163,
88784,충청남도,천안시 동남구,풍세면,용정리,일반,764,14
88785,경상남도,김해시,안동,,일반,541,9
88786,경상남도,창원시 진해구,용원동,,일반,1193,2
88787,경상북도,고령군,성산면,사부리,일반,467,4
88788,충청북도,영동군,심천면,약목리,일반,764,5
88789,경상남도,밀양시,부북면,감천리,일반,573,5
88790,경상북도,포항시 남구,연일읍,우복리,산,27,3
88791,경상북도,칠곡군,석적읍,중지리,일반,13,5
88792,전라남도,광양시,태인동,,일반,426,8
88793,경기도,김포시,양촌읍,학운리,일반,2813,
88794,경기도,남양주시,수동면,송천리,일반,306,1
88795,경상북도,고령군,성산면,사부리,일반,328,1
88796,경기도,안성시,공도읍,웅교리,일반,154,
88797,인천광역시,남동구,고잔동,,일반,653,1
88798,울산광역시,남구,야음동,,일반,27,19
88799,전라남도,광양시,태인동,,일반,1109,
88800,경기도,용인시 처인구,원삼면,사암리,일반,152,2
88801,인천광역시,서구,석남동,,일반,655,32
88802,충청북도,음성군,생극면,임곡리,일반,34,2
88803,전라남도,장성군,남면,삼태리,일반,867,10
88804,경기도,안성시,서운면,양촌리,일반,204,3
88805,충청남도,부여군,임천면,구교리,일반,7,3
88806,광주광역시,북구,신용동,,일반,841,
88807,충청남도,당진시,석문면,통정리,일반,810,6
88808,경기도,남양주시,수동면,입석리,일반,65,4
88809,경기도,남양주시,진접읍,진벌리,일반,468,34
88810,경기도,양주시,삼숭동,,일반,41,3
88811,경기도,연천군,장남면,고랑포리,일반,704,
88812,경상북도,칠곡군,동명면,봉암리,일반,505,
88813,경상북도,영양군,영양읍,동부리,일반,277,1
88814,충청북도,청주시 흥덕구,오송읍,오송리,일반,276,218
88815,대구광역시,달성군,현풍읍,원교리,일반,801,3
88816,전라남도,담양군,창평면,용수리,일반,319,
88817,부산광역시,강서구,지사동,,일반,1209,3
88818,전라남도,무안군,현경면,동산리,일반,1144,65
88819,충청남도,당진시,석문면,통정리,일반,1764,
88820,경상남도,진주시,사봉면,사곡리,산,182,6
88821,충청북도,청주시 흥덕구,오송읍,만수리,일반,765,
88822,부산광역시,서구,서대신동2가,,일반,527,1
88823,충청북도,음성군,대소면,오류리,일반,650,8
88824,대구광역시,북구,노원동3가,,일반,549,1
88825,경상남도,밀양시,산내면,가인리,일반,1146,
88826,경기도,연천군,중면,적거리,일반,708,
88827,경기도,여주시,가남읍,대신리,일반,152,3
88828,부산광역시,강서구,신호동,,일반,290,5
88829,경기도,고양시 일산서구,구산동,,일반,1692,1
88830,울산광역시,남구,여천동,,일반,750,19
88831,경상북도,고령군,쌍림면,고곡리,일반,199,35
88832,경상남도,통영시,광도면,안정리,일반,40,4
88833,경상북도,구미시,해평면,월호리,일반,300,4
88834,부산광역시,사하구,감천동,,일반,699,1
88835,충청북도,청주시 흥덕구,오송읍,서평리,일반,152,2
88836,경기도,평택시,포승읍,도곡리,일반,1148,2
88837,경기도,화성시,우정읍,이화리,일반,249,10
88838,경상북도,봉화군,소천면,임기리,일반,1166,1
88839,경상북도,영주시,가흥동,,일반,608,2
88840,충청북도,청주시 흥덕구,오송읍,서평리,일반,447,2
88841,충청남도,금산군,복수면,다복리,일반,180,5
88842,경상남도,김해시,생림면,생림리,일반,773,
88843,충청북도,청주시 청원구,오창읍,양청리,일반,700,3
88844,대전광역시,유성구,화암동,,일반,77,4
88845,경기도,김포시,양촌읍,유현리,일반,314,5
88846,경기도,양주시,장흥면,부곡리,일반,165,2
88847,경기도,양주시,은현면,도하리,일반,518,3
88848,경기도,화성시,서신면,전곡리,일반,1113,9
88849,대구광역시,달서구,호림동,,일반,5,7
88850,경기도,안성시,공도읍,양기리,일반,353,25
88851,경기도,평택시,포승읍,도곡리,일반,631,19
88852,대구광역시,달성군,현풍읍,중리,일반,447,8
88853,충청남도,공주시,정안면,사현리,일반,491,2
88854,경기도,구리시,아천동,,일반,111,
88855,대구광역시,달성군,구지면,응암리,일반,1205,2
88856,부산광역시,강서구,신호동,,일반,230,15
88857,충청북도,청주시 청원구,오창읍,주성리,일반,643,
88858,경기도,고양시 덕양구,오금동,,일반,583,
88859,충청남도,논산시,연산면,표정리,일반,116,26
88860,경상남도,밀양시,산외면,희곡리,일반,179,6
88861,경기도,광주시,곤지암읍,삼리,일반,346,2
88862,충청남도,천안시 동남구,풍세면,용정리,일반,416,14
88863,경기도,시흥시,정왕동,,일반,1266,11
88864,경기도,양주시,은현면,봉암리,일반,335,
88865,부산광역시,기장군,정관읍,매학리,일반,797,9
88866,광주광역시,광산구,쌍암동,,일반,669,2
88867,경상남도,밀양시,초동면,반월리,일반,1046,4
88868,경상남도,창녕군,대합면,등지리,일반,790,6
88869,울산광역시,울주군,온산읍,덕신리,일반,416,8
88870,울산광역시,울주군,온산읍,덕신리,일반,1302,7
88871,충청북도,청주시 흥덕구,오송읍,서평리,일반,215,1
88872,대구광역시,동구,봉무동,,일반,1549,
88873,대구광역시,북구,노원동3가,,일반,47,8
88874,경상남도,김해시,화목동,,일반,700,38
88875,경기도,용인시 기흥구,고매동,,일반,189,2
88876,광주광역시,광산구,산월동,,일반,363,3
88877,전라남도,광양시,태인동,,일반,445,2
88878,경기도,평택시,포승읍,도곡리,일반,667,1
88879,인천광역시,서구,원창동,,일반,475,10
88880,대구광역시,달성군,구지면,응암리,일반,1204,8
88881,경기도,이천시,백사면,조읍리,일반,1,9
88882,충청북도,청주시 흥덕구,오송읍,봉산리,일반,591,9
88883,대전광역시,유성구,궁동,,일반,400,9
88884,울산광역시,울주군,삼남읍,가천리,일반,420,
88885,경상남도,진주시,금산면,송백리,일반,520,2
88886,충청북도,청주시 흥덕구,오송읍,서평리,일반,173,10
88887,충청남도,아산시,둔포면,석곡리,일반,7,13
88888,경상북도,예천군,예천읍,지내리,일반,349,2
88889,충청남도,논산시,성동면,원남리,일반,1122,
88890,경기도,연천군,중면,횡산리,일반,884,
88891,충청남도,태안군,소원면,모항리,일반,110,142
88892,전라남도,목포시,대양동,,일반,1177,11
88893,충청북도,청주시 흥덕구,오송읍,동평리,일반,127,1
88894,경상북도,포항시 북구,청하면,서정리,일반,365,1
88895,충청북도,청주시 서원구,미평동,,일반,176,1
88896,경기도,화성시,팔탄면,덕우리,일반,214,22
88897,대구광역시,동구,봉무동,,일반,1542,6
88898,경기도,평택시,칠괴동,,일반,328,1
88899,경기도,의정부시,용현동,,일반,526,4
88900,충청북도,음성군,대소면,오류리,일반,534,
88901,경기도,평택시,청북읍,율북리,일반,31,12
88902,세종특별자치시,,연동면,명학리,산,74,2
88903,충청남도,태안군,안면읍,창기리,일반,209,342
88904,충청북도,청주시 청원구,오창읍,여천리,일반,544,2
88905,충청북도,청주시 흥덕구,오송읍,봉산리,일반,1499,
88906,전라남도,여수시,소라면,죽림리,일반,442,9
88907,경기도,포천시,창수면,운산리,일반,34,
88908,경기도,포천시,영중면,양문리,일반,1003,5
88909,경상북도,포항시 남구,동해면,공당리,일반,1046,11
88910,충청북도,보은군,삼승면,우진리,일반,620,
88911,충청남도,천안시 동남구,풍세면,보성리,일반,741,
88912,경기도,파주시,조리읍,장곡리,일반,603,15
88913,경기도,안산시 단원구,원시동,,일반,743,3
88914,충청북도,청주시 흥덕구,강내면,태성리,일반,147,1
88915,경상북도,성주군,용암면,용정리,일반,105,2
88916,경상남도,사천시,서포면,금진리,일반,538,1
88917,경기도,화성시,반송동,,일반,92,7
88918,경상남도,창원시 성산구,신촌동,,일반,105,2
88919,경기도,군포시,산본동,,일반,1,16
88920,경상북도,울진군,기성면,정명리,일반,368,4
88921,울산광역시,울주군,온산읍,덕신리,일반,442,11
88922,경상남도,창원시 성산구,불모산동,,일반,211,
88923,충청북도,청주시 청원구,오창읍,양청리,일반,712,6
88924,경상남도,창원시 진해구,원포동,,산,54,2
88925,경기도,남양주시,오남읍,양지리,일반,7,3
88926,경기도,포천시,내촌면,진목리,일반,201,1
88927,부산광역시,강서구,명지동,,일반,1457,8
88928,충청북도,옥천군,옥천읍,매화리,일반,54,2
88929,경기도,안성시,보개면,불현리,일반,18,4
88930,경상북도,성주군,수륜면,수륜리,일반,1153,
88931,충청북도,청주시 청원구,오창읍,구룡리,일반,398,1
88932,경상남도,의령군,정곡면,백곡리,일반,905,
88933,경상북도,영덕군,영덕읍,덕곡리,일반,98,
88934,경상남도,창원시 진해구,용원동,,일반,1178,2
88935,경상남도,하동군,적량면,관리,일반,73,2
88936,경상북도,영천시,북안면,반정리,일반,558,
88937,경기도,용인시 처인구,이동읍,덕성리,일반,368,6
88938,부산광역시,강서구,신호동,,일반,317,9
88939,충청남도,당진시,우강면,송산리,일반,151,108
88940,경기도,포천시,내촌면,음현리,일반,10,19
88941,경상남도,합천군,청덕면,초곡리,일반,65,
88942,전라남도,광양시,태인동,,일반,31,
88943,충청북도,청주시 서원구,현도면,매봉리,일반,53,1
88944,울산광역시,울주군,청량읍,용암리,일반,343,
88945,경상북도,경주시,양남면,나산리,일반,352,
88946,경기도,연천군,미산면,우정리,일반,474,
88947,경상북도,포항시 남구,오천읍,원리,일반,998,
88948,충청북도,청주시 청원구,오창읍,양청리,일반,658,9
88949,충청북도,영동군,용산면,법화리,일반,355,
88950,전라남도,여수시,화양면,용주리,일반,1358,
88951,충청북도,청주시 청원구,북이면,현암리,일반,375,
88952,충청남도,당진시,고대면,성산리,일반,399,2
88953,대구광역시,북구,노원동3가,,일반,545,1
88954,충청남도,서천군,마서면,남전리,일반,50,37
88955,경상북도,구미시,도개면,궁기리,일반,654,
88956,대구광역시,북구,침산동,,일반,1109,3
88957,충청남도,보령시,청소면,신송리,일반,281,171
88958,경기도,포천시,가산면,가산리,일반,100,1
88959,경기도,화성시,마도면,슬항리,일반,220,125
88960,경기도,김포시,대곶면,대벽리,일반,646,37
88961,세종특별자치시,,전의면,신방리,일반,46,4
88962,경기도,파주시,월롱면,덕은리,일반,319,1
88963,경상북도,경산시,자인면,북사리,일반,804,3
88964,경기도,오산시,외삼미동,,일반,124,2
88965,경기도,화성시,정남면,문학리,일반,270,
88966,인천광역시,남동구,논현동,,일반,453,9
88967,전라남도,무안군,해제면,용학리,일반,538,104
88968,경기도,화성시,양감면,신왕리,일반,704,38
88969,경상남도,양산시,유산동,,일반,447,18
88970,경기도,평택시,청북읍,고렴리,일반,936,7
88971,제주특별자치도,서귀포시,표선면,하천리,일반,1092,
88972,충청북도,음성군,감곡면,문촌리,일반,918,
88973,경상남도,창녕군,대합면,등지리,일반,645,10
88974,대구광역시,북구,노원동3가,,일반,58,38
88975,울산광역시,울주군,삼동면,작동리,일반,208,23
88976,대전광역시,유성구,문지동,,산,20,
88977,경상남도,거창군,거창읍,정장리,일반,83,16
88978,대전광역시,유성구,어은동,,일반,103,6
88979,경기도,김포시,양촌읍,대포리,일반,248,23
88980,경기도,남양주시,화도읍,가곡리,일반,277,26
88981,경기도,김포시,양촌읍,학운리,일반,3844,
88982,대전광역시,유성구,도룡동,,일반,380,44
88983,충청남도,태안군,근흥면,두야리,일반,1098,1
88984,경상북도,영양군,영양읍,동부리,일반,14,6
88985,충청북도,청주시 청원구,오창읍,구룡리,일반,415,11
88986,경기도,파주시,파주읍,부곡리,일반,201,14
88987,대구광역시,서구,중리동,,일반,1063,4
88988,경상북도,성주군,성주읍,학산리,일반,875,
88989,경기도,연천군,왕징면,고잔하리,일반,683,
88990,광주광역시,광산구,월계동,,일반,892,21
88991,광주광역시,광산구,월전동,,일반,1212,
88992,경기도,용인시 처인구,유방동,,일반,803,1
88993,경상북도,구미시,산동읍,봉산리,일반,578,
88994,대구광역시,달성군,구지면,창리,일반,1396,2
88995,전라남도,신안군,압해읍,고이리,일반,428,40
88996,경상북도,포항시 남구,동해면,입암리,일반,119,
88997,전라남도,해남군,마산면,상등리,일반,1117,
88998,경상북도,경주시,외동읍,석계리,일반,689,63
88999,경기도,시흥시,정왕동,,일반,1698,7
89000,경상북도,구미시,산동읍,신당리,일반,1610,
89001,경기도,포천시,선단동,,일반,828,
89002,경상남도,창원시 의창구,차용동,,일반,441,1
89003,경상남도,김해시,한림면,용덕리,일반,737,1
89004,전라남도,해남군,옥천면,영신리,일반,604,5
89005,충청북도,제천시,봉양읍,구학리,일반,401,1
89006,경기도,안산시 단원구,원시동,,산,86,1
89007,부산광역시,강서구,송정동,,일반,1599,7
89008,부산광역시,사상구,엄궁동,,일반,651,53
89009,대전광역시,유성구,신성동,,일반,140,22
89010,경기도,안성시,삼죽면,용월리,일반,149,7
89011,경상북도,포항시 남구,구룡포읍,성동리,일반,245,1
89012,울산광역시,남구,성암동,,일반,345,7
89013,경상북도,구미시,공단동,,일반,295,50
89014,울산광역시,울주군,온산읍,덕신리,일반,1347,23
89015,제주특별자치도,제주시,한림읍,명월리,일반,166,
89016,충청남도,천안시 서북구,입장면,호당리,일반,340,14
89017,대구광역시,북구,침산동,,일반,672,
89018,경기도,시흥시,정왕동,,일반,2804,10
89019,전라남도,화순군,도곡면,대곡리,일반,439,
89020,경기도,포천시,일동면,사직리,일반,325,
89021,경기도,남양주시,이패동,,일반,441,1
89022,경상남도,김해시,진례면,담안리,일반,1245,13
89023,대전광역시,유성구,죽동,,산,3,30
89024,인천광역시,서구,가좌동,,일반,173,101
89025,경상남도,김해시,주촌면,망덕리,일반,576,2
89026,경기도,연천군,중면,횡산리,일반,619,
89027,경기도,김포시,대곶면,석정리,일반,239,36
89028,경기도,안산시 상록구,팔곡이동,,일반,69,10
89029,경기도,오산시,지곶동,,일반,269,12
89030,경기도,안성시,죽산면,두교리,일반,113,2
89031,경기도,포천시,설운동,,일반,399,
89032,인천광역시,서구,석남동,,일반,257,2
89033,경기도,양주시,남면,상수리,일반,485,14
89034,경기도,양주시,남면,경신리,일반,21,4
89035,대구광역시,달성군,현풍읍,중리,일반,443,4
89036,경기도,연천군,중면,횡산리,일반,829,
89037,경기도,안산시 단원구,성곡동,,일반,689,9
89038,대전광역시,유성구,궁동,,일반,247,1
89039,제주특별자치도,서귀포시,성산읍,신풍리,일반,1144,
89040,충청남도,당진시,정미면,천의리,일반,410,7
89041,충청북도,충주시,살미면,설운리,일반,513,
89042,충청남도,태안군,원북면,황촌리,일반,1010,
89043,충청북도,음성군,원남면,상당리,일반,667,
89044,경상북도,포항시 남구,동해면,공당리,일반,1041,4
89045,전라남도,신안군,임자면,수도리,일반,223,1
89046,경기도,평택시,청북읍,한산리,일반,733,8
89047,충청남도,천안시 서북구,입장면,홍천리,일반,18,23
89048,경상남도,창원시 성산구,성주동,,일반,81,2
89049,경상남도,진주시,정촌면,화개리,산,152,4
89050,광주광역시,광산구,월계동,,일반,772,5
89051,경상남도,통영시,도산면,도선리,일반,968,1
89052,경상북도,경주시,황성동,,일반,758,
89053,충청북도,청주시 서원구,현도면,달계리,산,83,1
89054,경상남도,하동군,진교면,안심리,일반,273,
89055,충청남도,예산군,고덕면,상몽리,일반,603,
89056,충청북도,영동군,심천면,초강리,일반,721,2
89057,전라남도,해남군,산이면,덕호리,일반,627,2
89058,경상북도,영주시,장수면,반구리,산,7,2
89059,경기도,화성시,서신면,전곡리,일반,1161,4
89060,서울특별시,영등포구,문래동6가,,일반,24,4
89061,충청북도,충주시,대소원면,본리,일반,368,
89062,경기도,여주시,오학동,,일반,85,73
89063,경상남도,창녕군,대합면,합리,일반,1413,
89064,울산광역시,울주군,온산읍,덕신리,일반,1341,6
89065,대구광역시,달서구,갈산동,,일반,100,34
89066,대구광역시,달성군,구지면,창리,일반,1404,4
89067,충청북도,청주시 청원구,오창읍,주성리,일반,357,
89068,경기도,광주시,초월읍,용수리,일반,55,5
89069,전라남도,장성군,남면,월정리,일반,206,
89070,경기도,안성시,대덕면,건지리,일반,187,1
89071,충청북도,괴산군,괴산읍,제월리,일반,499,1
89072,충청북도,청주시 서원구,현도면,선동리,일반,478,
89073,경상북도,영주시,봉현면,대촌리,일반,417,12
89074,충청남도,청양군,비봉면,방한리,일반,118,
89075,부산광역시,강서구,신호동,,일반,292,15
89076,충청북도,청주시 청원구,오창읍,양청리,일반,705,2
89077,전라남도,신안군,지도읍,태천리,일반,1705,
89078,경기도,시흥시,정왕동,,일반,2793,
89079,대구광역시,서구,중리동,,일반,1136,54
89080,경상남도,김해시,생림면,나전리,일반,348,1
89081,경상남도,밀양시,삼랑진읍,미전리,일반,436,1
89082,충청남도,예산군,고덕면,상장리,일반,412,4
89083,전라남도,영암군,영암읍,송평리,일반,389,9
89084,경상남도,창녕군,대합면,대동리,일반,679,7
89085,경기도,화성시,정남면,덕절리,일반,98,8
89086,대전광역시,대덕구,대화동,,일반,417,5
89087,경상남도,창녕군,대합면,등지리,일반,1044,2
89088,대구광역시,북구,노원동3가,,일반,179,3
89089,제주특별자치도,제주시,구좌읍,송당리,일반,1414,7
89090,충청북도,청주시 흥덕구,오송읍,오송리,일반,360,206
89091,경기도,평택시,포승읍,도곡리,일반,1137,17
89092,전라남도,해남군,문내면,예락리,일반,1241,46
89093,전라남도,여수시,소호동,,일반,641,
89094,대구광역시,달서구,파호동,,일반,82,34
89095,경기도,고양시 일산서구,가좌동,,일반,628,1
89096,경상북도,경주시,시래동,,일반,976,34
89097,경기도,광주시,문형동,,일반,740,1
89098,경상북도,구미시,옥계동,,일반,966,5
89099,경기도,김포시,양촌읍,대포리,일반,83,9
89100,제주특별자치도,서귀포시,성산읍,난산리,일반,2086,2
89101,경기도,파주시,월롱면,덕은리,일반,223,13
89102,대구광역시,북구,노원동3가,,일반,190,7
89103,경상북도,포항시 남구,구룡포읍,성동리,일반,797,
89104,충청남도,서산시,오남동,,산,50,4
89105,충청북도,음성군,삼성면,용대리,일반,228,1
89106,대구광역시,달성군,구지면,창리,일반,1427,
89107,충청북도,옥천군,옥천읍,서대리,일반,221,3
89108,충청남도,금산군,제원면,수당리,산,46,6
89109,충청북도,옥천군,동이면,금암리,일반,240,1
89110,경상남도,진주시,상평동,,일반,279,14
89111,충청남도,아산시,인주면,걸매리,일반,368,
89112,경기도,연천군,중면,횡산리,일반,63,
89113,충청남도,당진시,합덕읍,석우리,일반,1156,
89114,경기도,안성시,일죽면,방초리,일반,73,2
89115,경상북도,경산시,압량읍,가일리,일반,55,1
89116,부산광역시,기장군,정관읍,매학리,일반,511,4
89117,대구광역시,달성군,구지면,화산리,일반,138,
89118,대구광역시,달성군,옥포읍,강림리,일반,505,1
89119,충청북도,제천시,왕암동,,일반,862,
89120,충청북도,충주시,주덕읍,장록리,일반,1012,
89121,충청남도,서산시,성연면,왕정리,일반,520,5
89122,경상북도,구미시,산동읍,봉산리,일반,590,5
89123,대전광역시,유성구,가정동,,일반,26,4
89124,경상북도,김천시,대항면,덕전리,일반,148,2
89125,충청북도,청주시 흥덕구,오송읍,서평리,일반,124,2
89126,충청북도,진천군,문백면,계산리,일반,8,3
89127,경상북도,영천시,화남면,신호리,일반,836,
89128,울산광역시,울주군,온산읍,덕신리,일반,270,3
89129,충청남도,논산시,연무읍,신화리,일반,109,2
89130,경상남도,김해시,상동면,매리,일반,645,5
89131,충청북도,영동군,용산면,법화리,일반,360,
89132,전라남도,여수시,소라면,덕양리,일반,1250,2
89133,경상북도,구미시,산동읍,동곡리,일반,862,
89134,전라남도,진도군,임회면,죽림리,일반,1187,1
89135,부산광역시,기장군,장안읍,반룡리,일반,906,3
89136,경기도,파주시,조리읍,등원리,일반,19,5
89137,충청북도,청주시 흥덕구,오송읍,서평리,일반,68,1
89138,대구광역시,달성군,구지면,내리,일반,538,3
89139,경상북도,고령군,성산면,고탄리,일반,661,
89140,경상북도,구미시,고아읍,문성리,일반,204,125
89141,충청남도,당진시,석문면,난지도리,산,23,1
89142,경기도,연천군,중면,삼곶리,일반,657,
89143,경상북도,포항시 남구,구룡포읍,구평리,일반,1535,3
89144,경기도,양주시,덕계동,,일반,175,26
89145,경상북도,상주시,복룡동,,일반,131,
89146,경기도,이천시,장호원읍,대서리,일반,611,3
89147,경기도,포천시,가산면,마전리,일반,622,13
89148,경상남도,함안군,법수면,강주리,일반,388,3
89149,충청북도,청주시 흥덕구,오송읍,서평리,일반,219,24
89150,경기도,화성시,우정읍,이화리,일반,355,1
89151,충청남도,서산시,성연면,오사리,일반,1639,
89152,경상북도,문경시,영순면,왕태리,일반,932,2
89153,전라남도,광양시,태인동,,일반,816,1
89154,경상남도,김해시,한림면,안하리,일반,581,1
89155,대전광역시,대덕구,대화동,,일반,39,81
89156,대전광역시,서구,평촌동,,일반,292,5
89157,경기도,화성시,마도면,쌍송리,일반,591,
89158,충청남도,아산시,둔포면,신양리,일반,135,9
89159,경기도,양주시,은현면,용암리,일반,131,
89160,경상남도,창원시 진해구,용원동,,일반,1228,9
89161,전라남도,영암군,삼호읍,용앙리,일반,1642,3
89162,충청남도,아산시,음봉면,원남리,일반,12,21
89163,경상남도,밀양시,부북면,감천리,일반,577,3
89164,경상북도,경산시,자인면,북사리,일반,1093,6
89165,전라남도,영암군,삼호읍,난전리,일반,1691,4
89166,경기도,평택시,포승읍,희곡리,일반,234,4
89167,경기도,이천시,설성면,제요리,일반,152,
89168,경기도,고양시 덕양구,화정동,,일반,809,1
89169,경기도,연천군,중면,중사리,일반,161,
89170,전라남도,해남군,북평면,동해리,일반,615,
89171,경상북도,성주군,성주읍,학산리,일반,725,2
89172,충청남도,아산시,인주면,걸매리,일반,533,
89173,경기도,포천시,가산면,방축리,일반,3,4
89174,충청북도,단양군,단양읍,상진리,일반,211,15
89175,대구광역시,달서구,월암동,,일반,908,14
89176,경상북도,구미시,옥계동,,일반,1027,
89177,경상남도,창원시 진해구,용원동,,일반,1232,9
89178,경기도,용인시 처인구,포곡읍,금어리,일반,321,2
89179,경기도,화성시,서신면,전곡리,일반,1105,8
89180,경기도,연천군,장남면,원당리,일반,4,
89181,충청남도,서산시,대산읍,대죽리,일반,810,8
89182,경기도,안성시,미양면,개정리,일반,154,3
89183,대구광역시,서구,비산동,,일반,258,2
89184,전라남도,광양시,태인동,,일반,793,
89185,경상남도,함안군,군북면,월촌리,일반,1175,6
89186,경상북도,김천시,아포읍,인리,일반,1275,6
89187,경기도,안성시,일죽면,방초리,일반,213,
89188,인천광역시,서구,오류동,,일반,1652,7
89189,경기도,김포시,양촌읍,학운리,일반,3812,
89190,경기도,안산시 단원구,성곡동,,일반,778,
89191,경기도,고양시 일산동구,성석동,,일반,59,7
89192,대전광역시,대덕구,대화동,,일반,142,10
89193,경상북도,칠곡군,북삼읍,어로리,일반,295,2
89194,전라남도,광양시,태인동,,일반,896,5
89195,대구광역시,북구,노원동3가,,일반,74,44
89196,경기도,연천군,중면,적거리,일반,1089,
89197,경상북도,고령군,성산면,삼대리,일반,328,2
89198,충청남도,보령시,주포면,봉당리,일반,29,
89199,전라남도,여수시,주삼동,,산,114,4
89200,충청남도,공주시,우성면,죽당리,일반,336,1
89201,경기도,김포시,양촌읍,학운리,일반,759,1
89202,대전광역시,유성구,전민동,,일반,330,9
89203,경기도,연천군,청산면,초성리,일반,311,28
89204,경기도,시흥시,정왕동,,일반,2774,1
89205,대전광역시,동구,판암동,,일반,388,11
89206,충청남도,예산군,고덕면,상몽리,일반,552,
89207,인천광역시,남동구,고잔동,,일반,635,6
89208,전라남도,광양시,태인동,,일반,1242,
89209,충청북도,청주시 청원구,오창읍,구룡리,일반,393,3
89210,대구광역시,달성군,구지면,내리,일반,838,3
89211,경기도,화성시,방교동,,일반,833,6
89212,울산광역시,울주군,삼남읍,가천리,일반,165,
89213,충청북도,청주시 흥덕구,오송읍,오송리,일반,36,1
89214,충청북도,충주시,주덕읍,사락리,일반,12,
89215,광주광역시,북구,신안동,,일반,250,46
89216,충청북도,청주시 흥덕구,오송읍,동평리,일반,393,
89217,전라남도,광양시,태인동,,일반,896,347
89218,충청북도,음성군,감곡면,상우리,일반,495,1
89219,경상남도,김해시,진영읍,의전리,일반,62,3
89220,경상북도,안동시,남선면,현내리,일반,3,1
89221,경기도,평택시,현덕면,덕목리,일반,660,2
89222,경기도,여주시,가남읍,안금리,일반,274,
89223,경기도,광주시,초월읍,용수리,일반,545,6
89224,경기도,평택시,포승읍,원정리,일반,86,190
89225,경기도,화성시,장안면,석포리,일반,687,87
89226,경상북도,의성군,다인면,외정리,일반,26,
89227,인천광역시,남동구,고잔동,,일반,640,9
89228,경상북도,경산시,남천면,구일리,일반,77,4
89229,경기도,안산시 단원구,성곡동,,일반,735,
89230,전라남도,광양시,태인동,,일반,991,
89231,대전광역시,유성구,신성동,,일반,137,11
89232,경상남도,통영시,광도면,안정리,일반,365,1
89233,대구광역시,달성군,현풍읍,상리,일반,704,3
89234,경상남도,산청군,단성면,길리,일반,28,
89235,경상북도,예천군,풍양면,우망리,일반,510,
89236,경기도,광주시,양벌동,,일반,77,16
89237,전라남도,광양시,태인동,,일반,562,5
89238,울산광역시,울주군,온산읍,덕신리,일반,422,7
89239,경기도,용인시 처인구,원삼면,사암리,일반,869,
89240,경상남도,김해시,진례면,고모리,일반,1574,2
89241,경기도,광주시,곤지암읍,곤지암리,일반,85,1
89242,충청북도,청주시 흥덕구,오송읍,서평리,일반,1,3
89243,경기도,파주시,조리읍,등원리,일반,19,4
89244,경상북도,경주시,건천읍,신평리,산,9,1
89245,경기도,동두천시,상패동,,일반,766,3
89246,충청북도,청주시 흥덕구,강내면,태성리,산,14,5
89247,경상북도,영천시,청통면,호당리,일반,518,1
89248,충청남도,홍성군,구항면,청광리,산,78,
89249,부산광역시,강서구,화전동,,일반,580,11
89250,경상남도,함안군,칠서면,대치리,일반,964,1
89251,경상남도,밀양시,삼랑진읍,용전리,산,109,
89252,대구광역시,달서구,갈산동,,일반,258,3
89253,경기도,양주시,광적면,덕도리,일반,53,2
89254,경기도,평택시,안중읍,용성리,일반,4,28
89255,인천광역시,서구,왕길동,,일반,559,1
89256,경기도,연천군,중면,횡산리,일반,121,
89257,경기도,파주시,탄현면,금승리,산,9,
89258,경상북도,구미시,옥계동,,일반,1301,
89259,충청남도,당진시,송산면,유곡리,일반,1254,
89260,경기도,연천군,장남면,고랑포리,일반,710,
89261,경기도,평택시,포승읍,도곡리,일반,1119,4
89262,경기도,시흥시,정왕동,,일반,2181,8
89263,전라남도,무안군,해제면,임수리,일반,370,186
89264,대구광역시,달성군,논공읍,노이리,일반,1329,2
