일련번호,시도,시군구,읍면동,리,구분,번,지
89265,충청북도,청주시 흥덕구,송절동,,일반,560,10
89266,경기도,안산시 단원구,원시동,,일반,482,1
89267,경상북도,칠곡군,왜관읍,금산리,일반,583,3
89268,대구광역시,북구,태전동,,일반,788,1
89269,충청남도,천안시 동남구,영성동,,일반,157,3
89270,경상북도,경주시,강동면,왕신리,산,51,3
89271,대구광역시,북구,노원동3가,,일반,3,11
89272,충청남도,예산군,고덕면,지곡리,일반,269,2
89273,대구광역시,달성군,옥포읍,본리리,일반,2424,3
89274,전라남도,영암군,삼호읍,용당리,일반,1939,2
89275,전라남도,고흥군,대서면,송강리,일반,174,5
89276,대전광역시,유성구,죽동,,일반,728,3
89277,경기도,평택시,청북읍,후사리,일반,295,12
89278,경기도,연천군,장남면,판부리,일반,321,
89279,경기도,화성시,봉담읍,당하리,일반,244,3
89280,충청남도,보령시,주포면,봉당리,일반,42,27
89281,경기도,광주시,곤지암읍,건업리,일반,512,14
89282,경기도,광주시,초월읍,용수리,일반,172,2
89283,전라남도,광양시,태인동,,일반,896,152
89284,대전광역시,유성구,궁동,,일반,413,6
89285,경기도,여주시,가남읍,삼군리,일반,484,1
89286,충청남도,서산시,지곡면,무장리,일반,663,
89287,대구광역시,서구,중리동,,일반,1094,
89288,전라남도,여수시,낙포동,,일반,801,
89289,경기도,화성시,향남읍,동오리,일반,216,11
89290,경상북도,칠곡군,가산면,송학리,일반,83,
89291,대구광역시,북구,노원동3가,,일반,474,7
89292,경상남도,창원시 진해구,용원동,,일반,1168,3
89293,경상북도,칠곡군,왜관읍,금산리,일반,530,2
89294,경기도,남양주시,진접읍,부평리,일반,349,12
89295,충청남도,서천군,서면,신합리,일반,311,16
89296,충청북도,청주시 청원구,오창읍,주성리,일반,481,
89297,경기도,안성시,미양면,마산리,일반,111,5
89298,경상북도,구미시,옥계동,,일반,835,4
89299,인천광역시,남동구,고잔동,,일반,654,12
89300,울산광역시,울주군,온산읍,덕신리,일반,37,12
89301,경상남도,거창군,가조면,석강리,일반,830,
89302,경기도,화성시,마도면,쌍송리,일반,692,
89303,경기도,파주시,문산읍,선유리,일반,1365,6
89304,충청남도,당진시,석문면,장고항리,일반,1226,
89305,경상북도,구미시,옥계동,,일반,741,7
89306,충청남도,예산군,응봉면,지석리,일반,94,5
89307,광주광역시,광산구,쌍암동,,일반,660,5
89308,충청북도,청주시 흥덕구,오송읍,서평리,일반,134,1
89309,충청남도,서천군,비인면,선도리,일반,590,32
89310,경상남도,의령군,정곡면,백곡리,일반,230,8
89311,제주특별자치도,서귀포시,표선면,성읍리,일반,2429,
89312,충청남도,보령시,천북면,하만리,일반,693,
89313,경상남도,김해시,한림면,퇴래리,일반,376,3
89314,광주광역시,광산구,월전동,,일반,1094,
89315,경상남도,통영시,광도면,안정리,일반,2036,
89316,충청남도,천안시 동남구,풍세면,용정리,일반,799,2
89317,충청북도,보은군,내북면,화전리,일반,302,
89318,경기도,용인시 처인구,모현읍,갈담리,일반,620,2
89319,대구광역시,달성군,현풍읍,상리,일반,721,6
89320,경상남도,사천시,사천읍,용당리,일반,166,1
89321,충청남도,서산시,성연면,오사리,일반,1683,
89322,경기도,파주시,광탄면,영장리,일반,179,39
89323,경상남도,김해시,대동면,조눌리,일반,136,24
89324,광주광역시,광산구,산월동,,일반,860,1
89325,경상북도,김천시,어모면,남산리,일반,1931,
89326,충청북도,청주시 청원구,오창읍,구룡리,일반,379,7
89327,울산광역시,울주군,삼남읍,상천리,일반,875,
89328,경기도,화성시,봉담읍,덕우리,일반,46,2
89329,인천광역시,미추홀구,주안동,,일반,5,21
89330,인천광역시,남동구,고잔동,,일반,664,22
89331,제주특별자치도,제주시,구좌읍,한동리,일반,2746,
89332,경상남도,창녕군,대합면,대동리,일반,724,3
89333,충청북도,제천시,봉양읍,장평리,일반,128,
89334,경기도,포천시,동교동,,일반,375,5
89335,경상북도,영주시,장수면,성곡리,일반,508,1
89336,경상북도,영주시,안정면,용산리,일반,342,2
89337,인천광역시,남동구,고잔동,,일반,679,2
89338,인천광역시,강화군,강화읍,월곳리,일반,755,1
89339,경기도,시흥시,정왕동,,일반,2764,2
89340,전라남도,영암군,삼호읍,용앙리,일반,1689,13
89341,충청북도,음성군,원남면,마송리,일반,37,2
89342,경상남도,창녕군,남지읍,학계리,일반,1035,9
89343,충청북도,청주시 흥덕구,송절동,,일반,747,
89344,경상북도,포항시 북구,흥해읍,우목리,산,21,
89345,경상북도,경주시,양남면,읍천리,산,19,1
89346,대구광역시,달서구,갈산동,,일반,400,137
89347,경기도,연천군,신서면,대광리,일반,757,6
89348,부산광역시,강서구,신호동,,일반,291,12
89349,전라남도,목포시,옥암동,,일반,1379,3
89350,경상북도,경주시,내남면,명계리,일반,781,9
89351,제주특별자치도,제주시,구좌읍,세화리,일반,1880,
89352,충청북도,청주시 흥덕구,오송읍,오송리,일반,360,227
89353,경상북도,구미시,공단동,,일반,179,14
89354,전라남도,해남군,해남읍,복평리,일반,419,1
89355,충청남도,당진시,석문면,통정리,일반,1892,
89356,제주특별자치도,서귀포시,대정읍,무릉리,일반,403,1
89357,전라남도,무안군,일로읍,의산리,일반,1444,
89358,울산광역시,울주군,온양읍,내광리,일반,665,6
89359,경기도,포천시,일동면,수입리,일반,405,7
89360,경기도,안성시,원곡면,성은리,일반,307,
89361,경기도,광주시,태전동,,일반,517,1
89362,경상북도,경주시,양남면,기구리,산,111,1
89363,경기도,화성시,마도면,쌍송리,일반,670,21
89364,부산광역시,기장군,장안읍,반룡리,일반,526,
89365,경상북도,영주시,조와동,,일반,238,1
89366,전라남도,장흥군,관산읍,고마리,일반,324,1
89367,경상북도,구미시,황상동,,산,76,1
89368,대구광역시,달성군,유가읍,봉리,일반,573,4
89369,전라남도,순천시,해룡면,용전리,일반,503,5
89370,경기도,오산시,원동,,일반,30,56
89371,경상북도,영천시,고경면,삼포리,일반,731,4
89372,충청북도,충주시,중앙탑면,하구암리,일반,575,2
89373,전라남도,영암군,삼호읍,나불리,일반,336,2
89374,충청북도,청주시 흥덕구,오송읍,서평리,일반,441,2
89375,충청남도,보령시,주산면,야룡리,일반,391,33
89376,전라남도,장흥군,관산읍,삼산리,일반,111,1
89377,대전광역시,유성구,궁동,,일반,427,12
89378,대구광역시,달성군,구지면,창리,일반,1419,4
89379,충청남도,천안시 동남구,풍세면,용정리,일반,449,1
89380,충청남도,천안시 서북구,직산읍,삼은리,일반,95,1
89381,광주광역시,광산구,장덕동,,일반,987,9
89382,충청남도,아산시,용화동,,일반,454,2
89383,제주특별자치도,제주시,구좌읍,한동리,일반,2675,
89384,경기도,화성시,향남읍,상신리,일반,444,101
89385,경상북도,청도군,화양읍,서상리,일반,494,12
89386,충청북도,청주시 흥덕구,오송읍,동평리,일반,185,2
89387,경기도,광주시,고산동,,일반,136,2
89388,경상남도,창원시 진해구,안골동,,일반,378,6
89389,전라남도,고흥군,도화면,가화리,일반,144,
89390,대구광역시,북구,검단동,,일반,777,66
89391,경기도,파주시,탄현면,축현리,일반,333,3
89392,전라남도,신안군,신의면,상태서리,일반,916,
89393,광주광역시,남구,송하동,,일반,409,4
89394,경기도,포천시,소흘읍,이동교리,일반,248,7
89395,경상남도,창원시 진해구,용원동,,일반,1115,1
89396,전라남도,보성군,노동면,대련리,일반,426,3
89397,울산광역시,남구,용잠동,,일반,447,2
89398,경기도,이천시,부발읍,응암리,일반,6,12
89399,충청북도,옥천군,옥천읍,교동리,일반,265,1
89400,경상북도,포항시 북구,흥해읍,대련리,일반,145,4
89401,경상북도,경산시,남천면,삼성리,일반,180,3
89402,경상북도,문경시,문경읍,관음리,일반,344,
89403,경상남도,창원시 마산회원구,내서읍,평성리,일반,327,
89404,대구광역시,달서구,월성동,,일반,1262,5
89405,경기도,안산시 단원구,성곡동,,일반,625,6
89406,경기도,안산시 단원구,성곡동,,일반,848,6
89407,충청남도,천안시 서북구,성환읍,율금리,일반,764,1
89408,세종특별자치시,,전동면,노장리,일반,434,2
89409,경상북도,상주시,모서면,화현리,일반,389,1
89410,대전광역시,유성구,전민동,,일반,364,13
89411,충청남도,홍성군,갈산면,기산리,일반,132,
89412,경상남도,창원시 성산구,성주동,,일반,79,3
89413,충청남도,태안군,원북면,황촌리,일반,1009,3
89414,광주광역시,광산구,오선동,,일반,681,
89415,경기도,연천군,왕징면,고잔하리,일반,487,
89416,충청남도,홍성군,서부면,판교리,일반,994,1
89417,경상남도,창원시 마산회원구,두척동,,일반,1051,3
89418,경기도,포천시,가산면,방축리,일반,425,3
89419,경기도,포천시,가산면,정교리,일반,21,4
89420,충청남도,당진시,석문면,장고항리,일반,4,2
89421,대전광역시,대덕구,대화동,,일반,422,3
89422,경상남도,고성군,거류면,신용리,일반,1792,
89423,충청북도,제천시,봉양읍,봉양리,일반,710,1
89424,경기도,남양주시,화도읍,월산리,일반,59,18
89425,충청남도,태안군,원북면,대기리,일반,739,
89426,울산광역시,남구,두왕동,,일반,752,4
89427,경기도,연천군,미산면,광동리,일반,33,
89428,경상남도,함안군,군북면,유현리,일반,1088,
89429,광주광역시,광산구,월계동,,일반,809,9
89430,충청남도,천안시 동남구,수신면,신풍리,일반,211,10
89431,경상북도,경주시,외동읍,구어리,일반,1408,4
89432,충청남도,서천군,마서면,죽산리,일반,339,1
89433,인천광역시,남동구,고잔동,,일반,536,1
89434,부산광역시,기장군,정관읍,달산리,일반,938,45
89435,인천광역시,중구,운북동,,일반,781,12
89436,경상남도,양산시,하북면,백록리,일반,954,1
89437,경상북도,안동시,예안면,귀단리,일반,817,2
89438,충청남도,보령시,주산면,야룡리,일반,391,28
89439,경기도,연천군,중면,합수리,일반,902,
89440,경기도,화성시,방교동,,일반,752,2
89441,충청남도,금산군,금성면,도곡리,일반,425,25
89442,경기도,파주시,파주읍,파주리,일반,391,1
89443,대전광역시,유성구,원촌동,,일반,108,
89444,대구광역시,달성군,구지면,창리,일반,1393,9
89445,대구광역시,북구,노원동3가,,일반,396,7
89446,충청남도,예산군,신암면,신종리,일반,254,4
89447,충청남도,천안시 동남구,풍세면,용정리,일반,455,6
89448,경기도,파주시,문산읍,선유리,일반,1363,1
89449,경기도,고양시 일산동구,문봉동,,일반,168,56
89450,전라남도,광양시,진월면,진정리,일반,859,46
89451,경기도,파주시,조리읍,능안리,일반,36,
89452,전라남도,광양시,태인동,,일반,821,14
89453,경기도,포천시,군내면,용정리,일반,457,
89454,전라남도,화순군,한천면,정리,일반,613,9
89455,경기도,화성시,송산동,,일반,202,68
89456,충청북도,청주시 흥덕구,오송읍,만수리,일반,824,
89457,경기도,파주시,문산읍,당동리,일반,915,6
89458,광주광역시,남구,송하동,,일반,260,3
89459,경상북도,구미시,산동읍,신당리,일반,1688,
89460,대전광역시,대덕구,대화동,,일반,252,2
89461,경상남도,하동군,양보면,지례리,일반,219,29
89462,인천광역시,중구,신흥동3가,,일반,60,8
89463,전라남도,화순군,한천면,정리,일반,482,2
89464,전라남도,함평군,대동면,상옥리,일반,479,
89465,제주특별자치도,제주시,애월읍,유수암리,일반,701,
89466,대구광역시,달성군,현풍읍,중리,일반,472,1
89467,경기도,연천군,왕징면,강내리,일반,570,
89468,경기도,포천시,내촌면,음현리,일반,533,1
89469,경상북도,상주시,헌신동,,일반,116,2
89470,경기도,연천군,중면,적거리,일반,1106,
89471,경기도,화성시,향남읍,동오리,일반,673,9
89472,경기도,포천시,내촌면,내리,일반,114,2
89473,부산광역시,강서구,지사동,,일반,1408,
89474,전라남도,순천시,승주읍,구강리,일반,527,
89475,제주특별자치도,제주시,오등동,,일반,919,
89476,충청북도,청주시 청원구,오창읍,구룡리,일반,379,2
89477,충청남도,서천군,마서면,옥북리,일반,277,
89478,경기도,파주시,검산동,,일반,450,1
89479,경상북도,성주군,선남면,관화리,일반,131,
89480,경상북도,경주시,외동읍,제내리,산,99,11
89481,세종특별자치시,,전의면,신방리,일반,159,7
89482,충청북도,충주시,대소원면,본리,일반,1106,
89483,충청남도,서산시,수석동,,산,32,3
89484,경상남도,진주시,정촌면,예하리,일반,1283,2
89485,경상북도,성주군,용암면,기산리,일반,164,7
89486,충청남도,공주시,의당면,가산리,일반,385,7
89487,충청북도,청주시 청원구,오창읍,양청리,일반,763,5
89488,경기도,이천시,장호원읍,대서리,일반,498,19
89489,대구광역시,달서구,호산동,,일반,716,28
89490,경상남도,사천시,사남면,초전리,일반,712,26
89491,충청남도,아산시,신인동,,일반,401,5
89492,충청북도,충주시,중앙탑면,하구암리,일반,683,1
89493,전라남도,해남군,문내면,예락리,일반,1247,23
89494,경기도,양주시,남면,신산리,일반,141,2
89495,경기도,평택시,안중읍,학현리,일반,112,3
89496,부산광역시,기장군,정관읍,달산리,일반,1008,2
89497,부산광역시,강서구,송정동,,일반,1760,9
89498,대전광역시,유성구,신성동,,일반,254,
89499,경상남도,창원시 의창구,대산면,가술리,일반,364,1
